Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66a7d95df3eb8d64eebe259d,6674fd8cbb94ec4e1be7781b,APPROVED,Not Applicable,2024-07-29T18:03:20.873000Z,2024-07-29T18:34:47.459000Z,2024-07-29T18:34:51.307000Z,2024-07-29T18:34:48.178088Z,1887.0,CDDT2OUD,170,"English, French",40,Male,Black,Nigeria,United States,Nigeria,English,No,Part-Time
66a7d9c05f9e977980dc91b1,66a1254657203728071a28b3,APPROVED,Not Applicable,2024-07-29T18:13:03.184000Z,2024-07-29T18:30:55.998000Z,2024-07-29T18:30:56.813000Z,2024-07-29T18:33:46.892322Z,1073.0,CDDT2OUD,3,French,42,Male,White,France,France,France,French,No,Unemployed (and job seeking)
66a7da473e4633dfac286603,61519988b1ae1bd33e03675a,APPROVED,Not Applicable,2024-07-29T18:07:24.210000Z,2024-07-29T18:20:05.399000Z,2024-07-29T18:20:54.281000Z,2024-07-29T18:20:06.144984Z,762.0,CDDT2OUD,806,French,26,Male,White,France,France,France,French,No,Full-Time
66a7daadb9c627757ea8cdb0,65805e3b7bb214c51b86a22a,APPROVED,Not Applicable,2024-07-29T18:11:42.070000Z,2024-07-29T18:25:50.669000Z,2024-07-29T18:25:51.408000Z,2024-07-29T18:25:51.371464Z,849.0,CDDT2OUD,159,French,30,Female,White,France,France,France,French,No,Full-Time
66a7dab1aa30616b8e8d62cd,66534b146c72a785f33675f1,APPROVED,Not Applicable,2024-07-29T18:09:36.028000Z,2024-07-29T18:31:35.930000Z,2024-07-29T18:31:36.772000Z,2024-07-29T18:33:49.040964Z,1320.0,CDDT2OUD,58,French,24,Male,Black,France,France,France,French,No,Full-Time
66a7dab21fd7d0eee892111d,6693d695b95ec129ef268238,APPROVED,Not Applicable,2024-07-29T18:13:53.852000Z,2024-07-29T18:44:46.537000Z,2024-07-29T18:44:57.883000Z,2024-07-29T18:46:12.470115Z,1853.0,CDDT2OUD,14,"Afrikaans, French, English",40,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
66a7db4371fae5c90c8c1e46,664623a933dee46d0ae43065,APPROVED,Not Applicable,2024-07-29T18:11:20.953000Z,2024-07-29T18:22:38.242000Z,2024-07-29T18:22:39.718000Z,2024-07-29T18:22:39.915520Z,678.0,CDDT2OUD,32,French,27,Male,White,France,France,France,French,No,Unemployed (and job seeking)
66a7dcc055854d7eb5751990,66a110dac49e3f9f0cf95381,APPROVED,Not Applicable,2024-07-29T18:17:36.552000Z,2024-07-29T18:39:06.527000Z,2024-07-29T18:41:36.186000Z,2024-07-29T18:39:07.268314Z,1290.0,CDDT2OUD,5,"Afrikaans, French, German, Hindi, Italian",28,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
66a7ddf5500d4e3b3acd7ef1,667442a41bb208d01ffff8ad,APPROVED,Not Applicable,2024-07-29T18:23:33.468000Z,2024-07-29T18:36:10.328000Z,2024-07-29T18:36:11.833000Z,2024-07-29T18:36:11.074019Z,757.0,CDDT2OUD,31,"English, French",20,Female,White,United Kingdom,France,United Kingdom,English,Yes,Part-Time
66a7dec2270b2e5417833e59,61254b2fc8890c3eae109fd0,APPROVED,Not Applicable,2024-07-29T18:26:17.432000Z,2024-07-29T18:53:36.664000Z,2024-07-29T18:54:00.392000Z,2024-07-29T18:54:00.273519Z,1640.0,CDDT2OUD,293,"English, French",45,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
66a7dffeb79ad1488a2e9652,5e34ff524bf4624c3fcb4b54,APPROVED,Not Applicable,2024-07-29T18:34:17.881000Z,2024-07-29T18:46:48.830000Z,2024-07-29T18:46:49.932000Z,2024-07-29T18:46:49.877182Z,751.0,CDDT2OUD,190,"French, English",32,Female,White,Canada,Canada,Canada,French,No,Unemployed (and job seeking)
66a7e00baa97c74e60085a8f,56b3edf12bac74000d89e452,APPROVED,Not Applicable,2024-07-29T18:31:53.906000Z,2024-07-29T18:46:25.694000Z,2024-07-29T18:46:26.276000Z,2024-07-29T18:46:36.846521Z,872.0,CDDT2OUD,3355,"English, French",32,Female,White,Canada,Canada,Canada,French,No,Full-Time
66a7e0d81c992aac3ae8a225,66990d332513e41439621e21,APPROVED,Not Applicable,2024-07-29T18:35:11.020000Z,2024-07-29T19:00:08.620000Z,2024-07-29T19:00:09.875000Z,2024-07-29T19:01:25.131170Z,1498.0,CDDT2OUD,30,French,19,Female,Black,United Kingdom,United Kingdom,Somalia,English,Yes,Part-Time
66a7e121a31563ac330666ac,663d2836d2e6e36adf5c7e1f,APPROVED,Not Applicable,2024-07-29T18:36:17.917000Z,2024-07-29T19:00:29.597000Z,2024-07-29T19:00:39.253000Z,2024-07-29T19:01:30.133660Z,1452.0,CDDT2OUD,141,"English, French",37,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time
66a7e1cbc25136617a8d77aa,665f6050f83092108642e4ee,APPROVED,Not Applicable,2024-07-29T18:40:01.047000Z,2024-07-29T18:51:14.304000Z,2024-07-29T18:51:15.918000Z,2024-07-29T18:51:14.900075Z,674.0,CDDT2OUD,89,French,34,Male,White,Canada,Canada,Canada,French,No,Unemployed (and job seeking)
66a7e274f6ac7a40fc4e4044,669bba04e3a1ae0b5f752b2b,APPROVED,Not Applicable,2024-07-29T18:42:00.747000Z,2024-07-29T18:52:53.991000Z,2024-07-29T18:53:12.099000Z,2024-07-29T18:53:08.795417Z,654.0,CDDT2OUD,16,French,36,Female,Mixed,France,United Kingdom,France,French,No,Full-Time
