,index,Date,Subject,Age,Sex,TrialNumber,BlockNumber,Block,VideoPath,AudioPath,SpeakerID,ListenerID,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,Condition,SpeakerSex,Duration,CorrectResp,Resp,LikertResp,Accuracy,DisplayedDyad,listener_au,model_performance
773,47,19:53.4,3,30,f,48,1,va,./stim/processed_extracts/fake_ad/10\4_8_8_6_va.mov,./stim/processed_extracts/audio/10/4_8_8_6_audio.wav,F2,M4,4,8,8,6,fake,F,11,h,h,3,True,10,Pitch,0.33131227380739064
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU12,-0.0019186141532298356
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU14,0.19481835373433917
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU15,-0.13089863475413407
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU17,0.06729249412940302
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU23,0.25163838195467697
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU24,0.055871567195856627
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU25,-0.08740439979974504
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU26,-0.39298109240077145
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU28,0.4874631039658149
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,AU43,0.3734844160080194
774,48,19:53.4,3,30,f,49,1,va,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,M3,F2,16,16,4,4,true,M,7,g,h,2,False,16,Pitch,-0.556851249197923
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU12,-0.1539087030452663
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU14,0.01486971767735056
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU15,0.10904351748697665
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU17,0.10078627952773213
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU23,-0.17188971048476326
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU24,-0.10475276151969286
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU25,-0.24309716389286695
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU26,0.09019716861783623
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU28,0.12294687718853783
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,AU43,-0.27176259979740897
775,49,19:53.4,3,30,f,50,1,va,./stim/processed_extracts/fake/42\3_4_va.mov,./stim/processed_extracts/audio/42/3_4_audio.wav,M12,F11,42,42,4,3,fake,M,10,h,h,3,True,42,Pitch,-0.3457634564509662
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU12,0.15287693081229678
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU14,0.23152375254793167
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU15,0.2514217741049017
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU17,-0.022887423719086423
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU23,-0.1339821047138542
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU24,-0.03662937512077992
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU25,0.1482816623350955
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU26,0.05934240305742441
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU28,-0.06421007763768238
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,AU43,0.1548203125000378
776,50,19:53.4,3,30,f,51,1,va,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,M6,F7,22,22,2,2,true,M,8,g,g,1,True,22,Pitch,-0.058268205771502955
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU12,-0.35251362429404026
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU14,0.09576606410331598
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU15,0.003847111239814901
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU17,0.26134564910651703
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU23,0.4658048728093586
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU24,-0.20626527332735606
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU25,-0.14900299624795893
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU26,0.06715996748759342
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU28,0.36802766768018086
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,AU43,-0.25385933869019073
777,51,19:53.4,3,30,f,52,1,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake,M,7,h,g,3,False,60,Pitch,0.04227582436214093
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU12,-0.20323285263072605
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU14,-0.1088898688827288
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU15,0.043088392604470734
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU17,0.12924996511946116
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU23,0.07426782020067865
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU24,-0.017714813058661193
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU25,0.07267325196299992
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU26,-0.06309534074294544
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU28,-0.07357439160807308
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU43,-0.049376709648821494
778,52,19:53.4,3,30,f,53,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,Pitch,0.009967782500736993
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU12,-0.47578882166836967
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU14,-0.009001800593364936
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU15,0.1198663041192493
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU17,-0.26460926397713946
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU23,-0.5040010218438983
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU24,-0.3656802554248484
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU25,-0.45154655969677876
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU26,-0.40036066715536195
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU28,-0.09112817874960258
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,AU43,0.2628453143971799
779,53,19:53.4,3,30,f,54,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,3,True,45,Pitch,-0.26330898269193265
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU12,0.24795757771401575
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU14,0.17991973987497703
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU15,-0.20119432834631745
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU17,-0.022933260286353778
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU23,-0.027732780422314952
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU24,-0.013916590397856445
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU25,-0.5255807669511899
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU26,-0.07556891423157892
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU28,0.2307750216850126
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,AU43,-0.2963069426036366
780,54,19:53.4,3,30,f,55,1,va,./stim/processed_extracts/true/3\7_va.mov,./stim/processed_extracts/audio/3/7_audio.wav,F2,M1,3,3,7,7,true,F,7,g,h,2,False,3,Pitch,0.12366630030669336
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU12,-0.31533198013274405
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU14,-0.08463114764986479
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU15,0.07007952966026794
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU17,0.35582324787460223
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU23,0.48116639481269197
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU24,0.3820821935158208
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU25,0.41608511912186696
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU26,-0.2219627619151504
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU28,0.09942412508357891
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,AU43,-0.38596057350814345
781,55,19:53.4,3,30,f,56,1,va,./stim/processed_extracts/true/51\3_va.mov,./stim/processed_extracts/audio/51/3_audio.wav,M14,F14,51,51,3,3,true,M,7,g,h,2,False,51,Pitch,-0.07967120083280282
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU12,0.020189533140038306
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU14,0.548476450228163
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU15,0.014649250677642415
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU17,0.20964597166901017
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU23,-0.21824310329599886
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU24,-0.11433389748257339
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU25,-0.02025766585055004
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU26,-0.21762495024279385
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU28,0.18016070287681857
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,AU43,-0.657958001661266
782,56,19:53.4,3,30,f,57,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,true,F,8,g,h,2,False,27,Pitch,0.0210138326616574
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU12,0.24436647966128477
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU14,-0.18856543159161115
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU15,0.14606142833209082
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU17,0.4146346187949055
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU23,-0.1551920005029443
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU24,0.16228428711113357
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU25,0.25792491282428315
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU26,-0.18287099019134273
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU28,-0.04587626304277051
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,AU43,-0.0364606751627591
783,57,19:53.4,3,30,f,58,1,va,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,M11,F9,35,35,2,2,true,M,9,g,g,3,True,35,Pitch,0.5201380947266891
784,58,19:53.4,3,30,f,59,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,true,M,15,g,h,3,False,14,AU12,-0.17985670486146038
784,58,19:53.4,3,30,f,59,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,true,M,15,g,h,3,False,14,AU14,0.054986626911324554
784,58,19:53.4,3,30,f,59,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,true,M,15,g,h,3,False,14,AU15,0.2858985334963881
784,58,19:53.4,3,30,f,59,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,true,M,15,g,h,3,False,14,AU17,0.5876913116986485
784,58,19:53.4,3,30,f,59,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,true,M,15,g,h,3,False,14,AU23,0.25583287697856355
784,58,19:53.4,3,30,f,59,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,true,M,15,g,h,3,False,14,AU24,0.2718084364944906
784,58,19:53.4,3,30,f,59,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,true,M,15,g,h,3,False,14,AU25,0.012910249055924267
784,58,19:53.4,3,30,f,59,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,true,M,15,g,h,3,False,14,AU26,-0.1311259047598214
