,index,Date,Subject,Age,Sex,TrialNumber,BlockNumber,Block,VideoPath,AudioPath,SpeakerID,ListenerID,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,Condition,SpeakerSex,Duration,CorrectResp,Resp,LikertResp,Accuracy,DisplayedDyad,listener_au,model_performance
164,32,2023-12-01 12:24:22.411666,11,20,m,33,1,va,./stim/processed_extracts/true/52\3_va.mov,./stim/processed_extracts/audio/52/3_audio.wav,M16,F12,52,52,3,3,true,M,10,g,g,2,True,52,AU24,-0.02786499213787988
164,32,2023-12-01 12:24:22.411666,11,20,m,33,1,va,./stim/processed_extracts/true/52\3_va.mov,./stim/processed_extracts/audio/52/3_audio.wav,M16,F12,52,52,3,3,true,M,10,g,g,2,True,52,AU25,0.424811460325628
164,32,2023-12-01 12:24:22.411666,11,20,m,33,1,va,./stim/processed_extracts/true/52\3_va.mov,./stim/processed_extracts/audio/52/3_audio.wav,M16,F12,52,52,3,3,true,M,10,g,g,2,True,52,AU26,-0.2293335658791352
164,32,2023-12-01 12:24:22.411666,11,20,m,33,1,va,./stim/processed_extracts/true/52\3_va.mov,./stim/processed_extracts/audio/52/3_audio.wav,M16,F12,52,52,3,3,true,M,10,g,g,2,True,52,AU28,-0.060298844249923406
164,32,2023-12-01 12:24:22.411666,11,20,m,33,1,va,./stim/processed_extracts/true/52\3_va.mov,./stim/processed_extracts/audio/52/3_audio.wav,M16,F12,52,52,3,3,true,M,10,g,g,2,True,52,AU43,0.2798513774718007
164,32,2023-12-01 12:24:22.411666,11,20,m,33,1,va,./stim/processed_extracts/true/52\3_va.mov,./stim/processed_extracts/audio/52/3_audio.wav,M16,F12,52,52,3,3,true,M,10,g,g,2,True,52,Pitch,0.42958026073446137
165,33,2023-12-01 12:24:22.411666,11,20,m,34,1,va,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,M9,F8,29,29,1,1,true,M,6,g,h,2,False,29,AU12,0.5810599083945581
165,33,2023-12-01 12:24:22.411666,11,20,m,34,1,va,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,M9,F8,29,29,1,1,true,M,6,g,h,2,False,29,AU14,0.4409771422671034
165,33,2023-12-01 12:24:22.411666,11,20,m,34,1,va,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,M9,F8,29,29,1,1,true,M,6,g,h,2,False,29,AU15,0.14351261716947095
165,33,2023-12-01 12:24:22.411666,11,20,m,34,1,va,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,M9,F8,29,29,1,1,true,M,6,g,h,2,False,29,AU17,0.16522062764144846
165,33,2023-12-01 12:24:22.411666,11,20,m,34,1,va,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,M9,F8,29,29,1,1,true,M,6,g,h,2,False,29,AU23,0.5643414296532411
165,33,2023-12-01 12:24:22.411666,11,20,m,34,1,va,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,M9,F8,29,29,1,1,true,M,6,g,h,2,False,29,AU24,0.13022045357080048
165,33,2023-12-01 12:24:22.411666,11,20,m,34,1,va,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,M9,F8,29,29,1,1,true,M,6,g,h,2,False,29,AU25,0.4396118574173153
165,33,2023-12-01 12:24:22.411666,11,20,m,34,1,va,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,M9,F8,29,29,1,1,true,M,6,g,h,2,False,29,AU26,0.2189109928914458
