,trial,condition,listener_au,duration,dyad,times_presented,model_performance,subject_accuracy,confidence,genuineness
1190,./stim/processed_extracts/fake_ad/51\50_2_55_5_va.mov,fake,AU12,14,51,8,0.3093847594585908,0.5,3.125,0.5
1191,./stim/processed_extracts/fake_ad/52\46_3_56_5_va.mov,fake,AU12,12,52,4,0.2506205824963659,0.25,1.75,0.75
1192,./stim/processed_extracts/fake_ad/53\47_2_49_3_va.mov,fake,AU12,7,53,9,0.018169099660202276,0.6666666666666666,2.5555555555555554,0.3333333333333333
1193,./stim/processed_extracts/fake_ad/55\48_7_60_2_va.mov,fake,AU12,11,55,6,-0.48668391915764053,0.16666666666666666,2.1666666666666665,0.8333333333333334
1194,./stim/processed_extracts/fake_ad/57\49_4_51_2_va.mov,fake,AU12,7,57,5,-0.011045755985338593,0.2,2.0,0.8
1195,./stim/processed_extracts/fake_ad/58\49_6_60_7_va.mov,fake,AU12,17,58,5,-0.17365140403156282,0.4,2.8,0.6
1196,./stim/processed_extracts/fake_ad/59\57_2_60_3_va.mov,fake,AU12,11,59,6,-0.1131268815843236,0.5,2.5,0.5
1197,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,fake,AU12,7,60,5,-0.35251362429404026,0.8,3.2,0.2
1198,./stim/processed_extracts/fake/1\1_2_va.mov,fake,AU14,17,1,6,0.04395855914835752,0.8333333333333334,3.6666666666666665,0.16666666666666666
1199,./stim/processed_extracts/fake/2\2_3_va.mov,fake,AU14,8,2,7,-0.11079494234385996,0.42857142857142855,2.7142857142857144,0.5714285714285714
1200,./stim/processed_extracts/fake/3\1_6_va.mov,fake,AU14,7,3,4,-0.4180917563617822,0.75,3.5,0.25
1201,./stim/processed_extracts/fake/3\4_8_va.mov,fake,AU14,12,3,4,-0.19327613892578385,0.75,3.0,0.25
1202,./stim/processed_extracts/fake/4\1_6_va.mov,fake,AU14,6,4,6,-0.3024237595376577,0.6666666666666666,2.1666666666666665,0.3333333333333333
1203,./stim/processed_extracts/fake/4\3_9_va.mov,fake,AU14,11,4,4,-0.21294621003004421,0.75,3.75,0.25
1204,./stim/processed_extracts/fake/5\3_4_va.mov,fake,AU14,15,5,4,-0.5405897897307756,0.5,3.0,0.5
1205,./stim/processed_extracts/fake/6\4_5_va.mov,fake,AU14,10,6,5,-0.08674516239610365,0.6,3.2,0.4
1206,./stim/processed_extracts/fake/7\1_2_va.mov,fake,AU14,8,7,8,0.5951170457352086,0.75,3.375,0.25
1207,./stim/processed_extracts/fake/10\3_6_va.mov,fake,AU14,6,10,6,-0.24644504375202905,0.6666666666666666,1.6666666666666667,0.3333333333333333
1208,./stim/processed_extracts/fake/11\1_2_va.mov,fake,AU14,7,11,6,0.12030649303919913,0.6666666666666666,2.1666666666666665,0.3333333333333333
1209,./stim/processed_extracts/fake/11\5_6_va.mov,fake,AU14,7,11,5,0.27407764769297865,0.4,2.2,0.6
1210,./stim/processed_extracts/fake/12\2_5_va.mov,fake,AU14,7,12,3,-0.2557701636313106,0.6666666666666666,2.6666666666666665,0.3333333333333333
1211,./stim/processed_extracts/fake/13\1_4_va.mov,fake,AU14,14,13,9,-0.392715665162729,0.5555555555555556,2.2222222222222223,0.4444444444444444
1212,./stim/processed_extracts/fake/14\1_5_va.mov,fake,AU14,8,14,6,-0.24653680478022483,0.3333333333333333,3.0,0.6666666666666666
1213,./stim/processed_extracts/fake/15\3_5_va.mov,fake,AU14,17,15,7,0.20446738919839588,0.8571428571428571,3.2857142857142856,0.14285714285714285
1214,./stim/processed_extracts/fake/16\1_2_va.mov,fake,AU14,11,16,7,-0.1504700673288091,1.0,2.7142857142857144,0.0
1215,./stim/processed_extracts/fake/18\1_3_va.mov,fake,AU14,9,18,8,-0.17518354841952577,0.75,1.875,0.25
1216,./stim/processed_extracts/fake/19\2_5_va.mov,fake,AU14,8,19,6,0.35495178320462245,1.0,3.0,0.0
1217,./stim/processed_extracts/fake/24\1_2_va.mov,fake,AU14,7,24,8,0.41732188057499575,0.375,1.875,0.625
1218,./stim/processed_extracts/fake/26\1_2_va.mov,fake,AU14,9,26,3,-0.16303822489856173,1.0,4.0,0.0
1219,./stim/processed_extracts/fake/27\2_4_va.mov,fake,AU14,8,27,5,-0.0949451282902393,0.6,2.8,0.4
1220,./stim/processed_extracts/fake/28\2_4_va.mov,fake,AU14,8,28,6,-0.21319372899572153,0.6666666666666666,2.3333333333333335,0.3333333333333333
1221,./stim/processed_extracts/fake/29\2_4_va.mov,fake,AU14,8,29,5,0.20081606581582723,0.8,2.8,0.2
1222,./stim/processed_extracts/fake/31\1_10_va.mov,fake,AU14,8,31,5,0.14960293161224814,0.6,2.8,0.4
1223,./stim/processed_extracts/fake/31\5_9_va.mov,fake,AU14,8,31,8,0.0011528642499948553,0.75,3.5,0.25
1224,./stim/processed_extracts/fake/32\2_5_va.mov,fake,AU14,6,32,6,-0.013555854453837352,0.0,2.3333333333333335,1.0
1225,./stim/processed_extracts/fake/34\2_6_va.mov,fake,AU14,9,34,6,-0.490081954994041,0.8333333333333334,2.1666666666666665,0.16666666666666666
1226,./stim/processed_extracts/fake/35\1_3_va.mov,fake,AU14,11,35,4,0.01940477463851075,1.0,2.75,0.0
1227,./stim/processed_extracts/fake/36\1_6_va.mov,fake,AU14,8,36,7,-0.25725591638289685,1.0,3.4285714285714284,0.0
1228,./stim/processed_extracts/fake/37\2_6_va.mov,fake,AU14,12,37,9,-0.18846349194395853,0.6666666666666666,2.7777777777777777,0.3333333333333333
1229,./stim/processed_extracts/fake/38\3_5_va.mov,fake,AU14,9,38,4,0.023822339995681077,0.25,3.25,0.75
1230,./stim/processed_extracts/fake/40\5_8_va.mov,fake,AU14,10,40,5,0.28654735884673876,0.8,3.0,0.2
1231,./stim/processed_extracts/fake/40\7_10_va.mov,fake,AU14,14,40,6,-0.017658701619201706,1.0,2.6666666666666665,0.0
1232,./stim/processed_extracts/fake/42\3_4_va.mov,fake,AU14,10,42,7,0.02643987447632669,0.7142857142857143,2.0,0.2857142857142857
1233,./stim/processed_extracts/fake/43\3_7_va.mov,fake,AU14,11,43,8,0.029602012262372423,0.25,2.875,0.75
1234,./stim/processed_extracts/fake/45\2_4_va.mov,fake,AU14,9,45,7,0.26004514165234355,0.8571428571428571,2.857142857142857,0.14285714285714285
1235,./stim/processed_extracts/fake/47\5_6_va.mov,fake,AU14,12,47,8,0.2926869342285264,0.75,2.875,0.25
1236,./stim/processed_extracts/fake/48\2_6_va.mov,fake,AU14,8,48,7,0.048649772250675224,0.7142857142857143,2.5714285714285716,0.2857142857142857
1237,./stim/processed_extracts/fake/48\3_4_va.mov,fake,AU14,10,48,5,0.07659224451243107,0.4,2.2,0.6
1238,./stim/processed_extracts/fake/49\2_5_va.mov,fake,AU14,9,49,7,-0.10346804156420146,0.7142857142857143,3.2857142857142856,0.2857142857142857
1239,./stim/processed_extracts/fake/50\3_4_va.mov,fake,AU14,8,50,4,0.015570864626435362,0.75,2.5,0.25
1240,./stim/processed_extracts/fake/53\3_4_va.mov,fake,AU14,13,53,9,-0.15778842131579543,0.4444444444444444,2.4444444444444446,0.5555555555555556
1241,./stim/processed_extracts/fake/54\2_6_va.mov,fake,AU14,9,54,4,-0.17556872830302148,0.75,2.25,0.25
1242,./stim/processed_extracts/fake/54\7_8_va.mov,fake,AU14,10,54,6,0.434987995481076,0.8333333333333334,2.3333333333333335,0.16666666666666666
1243,./stim/processed_extracts/fake/55\4_7_va.mov,fake,AU14,12,55,8,-0.21448656550573578,0.375,2.75,0.625
1244,./stim/processed_extracts/fake/56\2_3_va.mov,fake,AU14,11,56,8,0.05391534123254773,0.25,2.25,0.75
1245,./stim/processed_extracts/fake/58\1_2_va.mov,fake,AU14,14,58,5,0.0017183840178897703,0.4,2.6,0.6
1246,./stim/processed_extracts/fake/60\4_6_va.mov,fake,AU14,9,60,6,0.2675705459134826,0.6666666666666666,2.5,0.3333333333333333
1247,./stim/processed_extracts/fake_ad/1\2_4_3_3_va.mov,fake,AU14,10,1,6,-0.39845871386114456,0.6666666666666666,3.1666666666666665,0.3333333333333333
1248,./stim/processed_extracts/fake_ad/3\1_4_4_5_va.mov,fake,AU14,15,3,4,-0.11350677570389713,0.5,3.0,0.5
1249,./stim/processed_extracts/fake_ad/4\10_1_11_3_va.mov,fake,AU14,11,4,6,0.19728589373298797,0.5,2.6666666666666665,0.5
1250,./stim/processed_extracts/fake_ad/6\3_5_7_4_va.mov,fake,AU14,6,6,5,0.31596976639201524,0.6,2.8,0.4
1251,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,fake,AU14,7,7,6,0.4376000657476263,1.0,3.0,0.0
1252,./stim/processed_extracts/fake_ad/8\10_2_13_5_va.mov,fake,AU14,7,8,3,-0.27152573001232794,0.6666666666666666,2.3333333333333335,0.3333333333333333
1253,./stim/processed_extracts/fake_ad/10\4_8_8_6_va.mov,fake,AU14,11,10,9,-0.02118347502395922,1.0,3.4444444444444446,0.0
1254,./stim/processed_extracts/fake_ad/11\12_4_15_4_va.mov,fake,AU14,11,11,7,0.10814476204582697,0.7142857142857143,2.4285714285714284,0.2857142857142857
1255,./stim/processed_extracts/fake_ad/12\6_6_11_4_va.mov,fake,AU14,11,12,5,0.2949694811480675,1.0,3.6,0.0
1256,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,fake,AU14,11,13,10,0.09166554031810767,0.3,2.7,0.7
1257,./stim/processed_extracts/fake_ad/14\5_7_6_2_va.mov,fake,AU14,8,14,7,-0.04505090390218356,1.0,3.142857142857143,0.0
1258,./stim/processed_extracts/fake_ad/15\4_2_14_4_va.mov,fake,AU14,9,15,7,-0.022231203954105903,0.8571428571428571,3.142857142857143,0.14285714285714285
1259,./stim/processed_extracts/fake_ad/16\10_4_13_3_va.mov,fake,AU14,8,16,7,0.32510139858528464,0.2857142857142857,2.5714285714285716,0.7142857142857143
1260,./stim/processed_extracts/fake_ad/18\17_1_20_2_va.mov,fake,AU14,9,18,4,-0.03775779190627742,0.5,2.75,0.5
1261,./stim/processed_extracts/fake_ad/19\17_2_25_2_va.mov,fake,AU14,10,19,4,0.3746888465519463,0.75,2.75,0.25
1262,./stim/processed_extracts/fake_ad/21\18_2_25_1_va.mov,fake,AU14,8,21,9,-0.11664201675401066,0.2222222222222222,3.111111111111111,0.7777777777777778
1263,./stim/processed_extracts/fake_ad/22\19_3_23_2_va.mov,fake,AU14,11,22,5,0.26378227953804934,0.4,2.6,0.6
1264,./stim/processed_extracts/fake_ad/23\18_5_22_1_va.mov,fake,AU14,6,23,3,0.5564912507698394,1.0,2.6666666666666665,0.0
1265,./stim/processed_extracts/fake_ad/24\21_1_26_3_va.mov,fake,AU14,8,24,5,0.08639487566145206,0.8,2.6,0.2
1266,./stim/processed_extracts/fake_ad/28\26_5_27_6_va.mov,fake,AU14,7,28,4,0.571063338591016,0.25,1.75,0.75
1267,./stim/processed_extracts/fake_ad/29\30_2_36_7_va.mov,fake,AU14,7,29,7,-0.39169378083617984,0.7142857142857143,2.0,0.2857142857142857
1268,./stim/processed_extracts/fake_ad/30\34_4_35_6_va.mov,fake,AU14,9,30,5,0.4875551086635706,1.0,3.6,0.0
1269,./stim/processed_extracts/fake_ad/31\29_3_32_4_va.mov,fake,AU14,11,31,7,-0.016641251883712745,0.42857142857142855,2.2857142857142856,0.5714285714285714
1270,./stim/processed_extracts/fake_ad/32\30_1_31_6_va.mov,fake,AU14,9,32,7,0.2755097855429494,0.2857142857142857,2.2857142857142856,0.7142857142857143
1271,./stim/processed_extracts/fake_ad/33\34_3_37_5_va.mov,fake,AU14,10,33,8,-0.3359002152296878,1.0,3.75,0.0
1272,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,fake,AU14,9,34,5,-0.08839283127251735,0.4,2.2,0.6
1273,./stim/processed_extracts/fake_ad/36\38_2_41_2_va.mov,fake,AU14,10,36,7,-0.04758149156286122,0.7142857142857143,3.0,0.2857142857142857
1274,./stim/processed_extracts/fake_ad/37\31_4_33_2_va.mov,fake,AU14,7,37,6,-0.13478716587743245,0.8333333333333334,2.3333333333333335,0.16666666666666666
1275,./stim/processed_extracts/fake_ad/38\36_2_39_2_va.mov,fake,AU14,8,38,2,0.40645540356713256,0.5,2.5,0.5
1276,./stim/processed_extracts/fake_ad/39\35_7_44_1_va.mov,fake,AU14,8,39,10,-0.053336009381311035,0.2,3.3,0.8
1277,./stim/processed_extracts/fake_ad/40\31_2_34_1_va.mov,fake,AU14,7,40,5,-0.5497296376205433,1.0,2.6,0.0
1278,./stim/processed_extracts/fake_ad/41\36_5_42_2_va.mov,fake,AU14,12,41,4,-0.10295401037901675,0.25,1.75,0.75
1279,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,fake,AU14,8,42,6,0.3582654131321412,0.5,1.5,0.5
1280,./stim/processed_extracts/fake_ad/43\35_4_40_3_va.mov,fake,AU14,13,43,7,-0.3103185732257178,1.0,3.2857142857142856,0.0
1281,./stim/processed_extracts/fake_ad/44\42_1_43_1_va.mov,fake,AU14,11,44,8,-0.24312837730947873,0.5,2.125,0.5
1282,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,fake,AU14,10,45,7,0.029282674283302265,1.0,3.4285714285714284,0.0
1283,./stim/processed_extracts/fake_ad/46\45_5_48_1_va.mov,fake,AU14,8,46,4,0.4848855665272616,0.5,2.5,0.5
1284,./stim/processed_extracts/fake_ad/47\45_1_56_4_va.mov,fake,AU14,9,47,5,0.31472159618160966,0.4,2.4,0.6
1285,./stim/processed_extracts/fake_ad/48\47_4_55_2_va.mov,fake,AU14,8,48,6,0.17442672151864907,0.3333333333333333,2.8333333333333335,0.6666666666666666
1286,./stim/processed_extracts/fake_ad/49\52_1_58_4_va.mov,fake,AU14,7,49,5,-0.3373440433206923,0.4,2.6,0.6
1287,./stim/processed_extracts/fake_ad/50\51_1_54_4_va.mov,fake,AU14,8,50,3,-0.02462876095138676,0.6666666666666666,2.6666666666666665,0.3333333333333333
1288,./stim/processed_extracts/fake_ad/51\50_2_55_5_va.mov,fake,AU14,14,51,8,0.27869835385697755,0.5,3.125,0.5
1289,./stim/processed_extracts/fake_ad/52\46_3_56_5_va.mov,fake,AU14,12,52,4,0.35410692513066366,0.25,1.75,0.75
1290,./stim/processed_extracts/fake_ad/53\47_2_49_3_va.mov,fake,AU14,7,53,9,0.1763539439323457,0.6666666666666666,2.5555555555555554,0.3333333333333333
1291,./stim/processed_extracts/fake_ad/55\48_7_60_2_va.mov,fake,AU14,11,55,6,-0.11295424717013312,0.16666666666666666,2.1666666666666665,0.8333333333333334
1292,./stim/processed_extracts/fake_ad/57\49_4_51_2_va.mov,fake,AU14,7,57,5,-0.40544553663347255,0.2,2.0,0.8
1293,./stim/processed_extracts/fake_ad/58\49_6_60_7_va.mov,fake,AU14,17,58,5,-0.07546361430591865,0.4,2.8,0.6
1294,./stim/processed_extracts/fake_ad/59\57_2_60_3_va.mov,fake,AU14,11,59,6,-0.5479053183111576,0.5,2.5,0.5
1295,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,fake,AU14,7,60,5,0.10717600802134608,0.8,3.2,0.2
1296,./stim/processed_extracts/fake/1\1_2_va.mov,fake,AU15,17,1,6,0.15707418821887723,0.8333333333333334,3.6666666666666665,0.16666666666666666
1297,./stim/processed_extracts/fake/2\2_3_va.mov,fake,AU15,8,2,7,0.04358981843476613,0.42857142857142855,2.7142857142857144,0.5714285714285714
1298,./stim/processed_extracts/fake/3\1_6_va.mov,fake,AU15,7,3,4,-0.44704799901073494,0.75,3.5,0.25
1299,./stim/processed_extracts/fake/3\4_8_va.mov,fake,AU15,12,3,4,0.27654246633713386,0.75,3.0,0.25
1300,./stim/processed_extracts/fake/4\1_6_va.mov,fake,AU15,6,4,6,0.0004132352309198598,0.6666666666666666,2.1666666666666665,0.3333333333333333
1301,./stim/processed_extracts/fake/4\3_9_va.mov,fake,AU15,11,4,4,0.6084693189859897,0.75,3.75,0.25
1302,./stim/processed_extracts/fake/5\3_4_va.mov,fake,AU15,15,5,4,-0.036336061234551985,0.5,3.0,0.5
1303,./stim/processed_extracts/fake/6\4_5_va.mov,fake,AU15,10,6,5,-0.40192075075739986,0.6,3.2,0.4
1304,./stim/processed_extracts/fake/7\1_2_va.mov,fake,AU15,8,7,8,-0.06049464207099439,0.75,3.375,0.25
1305,./stim/processed_extracts/fake/10\3_6_va.mov,fake,AU15,6,10,6,0.1871114476148339,0.6666666666666666,1.6666666666666667,0.3333333333333333
1306,./stim/processed_extracts/fake/11\1_2_va.mov,fake,AU15,7,11,6,-0.21168580083959598,0.6666666666666666,2.1666666666666665,0.3333333333333333
1307,./stim/processed_extracts/fake/11\5_6_va.mov,fake,AU15,7,11,5,0.26223460361022793,0.4,2.2,0.6
1308,./stim/processed_extracts/fake/12\2_5_va.mov,fake,AU15,7,12,3,-0.10812339472916674,0.6666666666666666,2.6666666666666665,0.3333333333333333
1309,./stim/processed_extracts/fake/13\1_4_va.mov,fake,AU15,14,13,9,-0.226003025260205,0.5555555555555556,2.2222222222222223,0.4444444444444444
1310,./stim/processed_extracts/fake/14\1_5_va.mov,fake,AU15,8,14,6,0.26269985593953216,0.3333333333333333,3.0,0.6666666666666666
1311,./stim/processed_extracts/fake/15\3_5_va.mov,fake,AU15,17,15,7,-0.014256552308130771,0.8571428571428571,3.2857142857142856,0.14285714285714285
1312,./stim/processed_extracts/fake/16\1_2_va.mov,fake,AU15,11,16,7,-0.3116196693729856,1.0,2.7142857142857144,0.0
1313,./stim/processed_extracts/fake/18\1_3_va.mov,fake,AU15,9,18,8,-0.28562982509146567,0.75,1.875,0.25
1314,./stim/processed_extracts/fake/19\2_5_va.mov,fake,AU15,8,19,6,0.057714039225776545,1.0,3.0,0.0
1315,./stim/processed_extracts/fake/24\1_2_va.mov,fake,AU15,7,24,8,0.23952091189709815,0.375,1.875,0.625
1316,./stim/processed_extracts/fake/26\1_2_va.mov,fake,AU15,9,26,3,-0.10805756249848492,1.0,4.0,0.0
1317,./stim/processed_extracts/fake/27\2_4_va.mov,fake,AU15,8,27,5,-0.0028036822551351682,0.6,2.8,0.4
1318,./stim/processed_extracts/fake/28\2_4_va.mov,fake,AU15,8,28,6,0.004508050989149364,0.6666666666666666,2.3333333333333335,0.3333333333333333
1319,./stim/processed_extracts/fake/29\2_4_va.mov,fake,AU15,8,29,5,0.0692591329276671,0.8,2.8,0.2
1320,./stim/processed_extracts/fake/31\1_10_va.mov,fake,AU15,8,31,5,0.5141572319743274,0.6,2.8,0.4
1321,./stim/processed_extracts/fake/31\5_9_va.mov,fake,AU15,8,31,8,0.03420121003864011,0.75,3.5,0.25
1322,./stim/processed_extracts/fake/32\2_5_va.mov,fake,AU15,6,32,6,-0.08362191437965973,0.0,2.3333333333333335,1.0
1323,./stim/processed_extracts/fake/34\2_6_va.mov,fake,AU15,9,34,6,-0.0451724306348068,0.8333333333333334,2.1666666666666665,0.16666666666666666
1324,./stim/processed_extracts/fake/35\1_3_va.mov,fake,AU15,11,35,4,0.15967369435128362,1.0,2.75,0.0
1325,./stim/processed_extracts/fake/36\1_6_va.mov,fake,AU15,8,36,7,0.4685011746219938,1.0,3.4285714285714284,0.0
1326,./stim/processed_extracts/fake/37\2_6_va.mov,fake,AU15,12,37,9,-0.5646238616785696,0.6666666666666666,2.7777777777777777,0.3333333333333333
1327,./stim/processed_extracts/fake/38\3_5_va.mov,fake,AU15,9,38,4,0.3536474407981533,0.25,3.25,0.75
1328,./stim/processed_extracts/fake/40\5_8_va.mov,fake,AU15,10,40,5,-0.3544902928391573,0.8,3.0,0.2
1329,./stim/processed_extracts/fake/40\7_10_va.mov,fake,AU15,14,40,6,-0.2505499448361133,1.0,2.6666666666666665,0.0
1330,./stim/processed_extracts/fake/42\3_4_va.mov,fake,AU15,10,42,7,0.10859084287778191,0.7142857142857143,2.0,0.2857142857142857
1331,./stim/processed_extracts/fake/43\3_7_va.mov,fake,AU15,11,43,8,-0.08146345642202385,0.25,2.875,0.75
1332,./stim/processed_extracts/fake/45\2_4_va.mov,fake,AU15,9,45,7,-0.3891104195907391,0.8571428571428571,2.857142857142857,0.14285714285714285
1333,./stim/processed_extracts/fake/47\5_6_va.mov,fake,AU15,12,47,8,0.21340075335169484,0.75,2.875,0.25
1334,./stim/processed_extracts/fake/48\2_6_va.mov,fake,AU15,8,48,7,0.1461125222580787,0.7142857142857143,2.5714285714285716,0.2857142857142857
1335,./stim/processed_extracts/fake/48\3_4_va.mov,fake,AU15,10,48,5,-0.028745070954656702,0.4,2.2,0.6
1336,./stim/processed_extracts/fake/49\2_5_va.mov,fake,AU15,9,49,7,0.1807474564332579,0.7142857142857143,3.2857142857142856,0.2857142857142857
1337,./stim/processed_extracts/fake/50\3_4_va.mov,fake,AU15,8,50,4,-0.8371482496901744,0.75,2.5,0.25
1338,./stim/processed_extracts/fake/53\3_4_va.mov,fake,AU15,13,53,9,0.1324277648373829,0.4444444444444444,2.4444444444444446,0.5555555555555556
1339,./stim/processed_extracts/fake/54\2_6_va.mov,fake,AU15,9,54,4,-0.35129754532712615,0.75,2.25,0.25
1340,./stim/processed_extracts/fake/54\7_8_va.mov,fake,AU15,10,54,6,0.19228619556351045,0.8333333333333334,2.3333333333333335,0.16666666666666666
1341,./stim/processed_extracts/fake/55\4_7_va.mov,fake,AU15,12,55,8,0.13745809320589905,0.375,2.75,0.625
1342,./stim/processed_extracts/fake/56\2_3_va.mov,fake,AU15,11,56,8,0.37727421965290825,0.25,2.25,0.75
1343,./stim/processed_extracts/fake/58\1_2_va.mov,fake,AU15,14,58,5,0.05968024337289148,0.4,2.6,0.6
1344,./stim/processed_extracts/fake/60\4_6_va.mov,fake,AU15,9,60,6,0.18074142614575703,0.6666666666666666,2.5,0.3333333333333333
1345,./stim/processed_extracts/fake_ad/1\2_4_3_3_va.mov,fake,AU15,10,1,6,-0.25065209617273176,0.6666666666666666,3.1666666666666665,0.3333333333333333
1346,./stim/processed_extracts/fake_ad/3\1_4_4_5_va.mov,fake,AU15,15,3,4,0.057532911114888924,0.5,3.0,0.5
1347,./stim/processed_extracts/fake_ad/4\10_1_11_3_va.mov,fake,AU15,11,4,6,0.11560798095097208,0.5,2.6666666666666665,0.5
1348,./stim/processed_extracts/fake_ad/6\3_5_7_4_va.mov,fake,AU15,6,6,5,-0.29116107217183185,0.6,2.8,0.4
1349,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,fake,AU15,7,7,6,-0.16131335455905788,1.0,3.0,0.0
1350,./stim/processed_extracts/fake_ad/8\10_2_13_5_va.mov,fake,AU15,7,8,3,-0.18671771377339869,0.6666666666666666,2.3333333333333335,0.3333333333333333
1351,./stim/processed_extracts/fake_ad/10\4_8_8_6_va.mov,fake,AU15,11,10,9,-0.2213969972822721,1.0,3.4444444444444446,0.0
1352,./stim/processed_extracts/fake_ad/11\12_4_15_4_va.mov,fake,AU15,11,11,7,0.07704537423610569,0.7142857142857143,2.4285714285714284,0.2857142857142857
1353,./stim/processed_extracts/fake_ad/12\6_6_11_4_va.mov,fake,AU15,11,12,5,-0.07071927897870664,1.0,3.6,0.0
1354,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,fake,AU15,11,13,10,0.10788088804762447,0.3,2.7,0.7
1355,./stim/processed_extracts/fake_ad/14\5_7_6_2_va.mov,fake,AU15,8,14,7,-0.12482122186711463,1.0,3.142857142857143,0.0
1356,./stim/processed_extracts/fake_ad/15\4_2_14_4_va.mov,fake,AU15,9,15,7,0.14966383853330478,0.8571428571428571,3.142857142857143,0.14285714285714285
1357,./stim/processed_extracts/fake_ad/16\10_4_13_3_va.mov,fake,AU15,8,16,7,0.2828284120360466,0.2857142857142857,2.5714285714285716,0.7142857142857143
1358,./stim/processed_extracts/fake_ad/18\17_1_20_2_va.mov,fake,AU15,9,18,4,-0.36931966634228036,0.5,2.75,0.5
1359,./stim/processed_extracts/fake_ad/19\17_2_25_2_va.mov,fake,AU15,10,19,4,0.030826014949888958,0.75,2.75,0.25
1360,./stim/processed_extracts/fake_ad/21\18_2_25_1_va.mov,fake,AU15,8,21,9,0.02926889419672707,0.2222222222222222,3.111111111111111,0.7777777777777778
1361,./stim/processed_extracts/fake_ad/22\19_3_23_2_va.mov,fake,AU15,11,22,5,0.10945199965002615,0.4,2.6,0.6
1362,./stim/processed_extracts/fake_ad/23\18_5_22_1_va.mov,fake,AU15,6,23,3,-0.355355348662756,1.0,2.6666666666666665,0.0
1363,./stim/processed_extracts/fake_ad/24\21_1_26_3_va.mov,fake,AU15,8,24,5,-0.07377417630543776,0.8,2.6,0.2
1364,./stim/processed_extracts/fake_ad/28\26_5_27_6_va.mov,fake,AU15,7,28,4,-0.2761056463056312,0.25,1.75,0.75
1365,./stim/processed_extracts/fake_ad/29\30_2_36_7_va.mov,fake,AU15,7,29,7,0.4595414223962608,0.7142857142857143,2.0,0.2857142857142857
1366,./stim/processed_extracts/fake_ad/30\34_4_35_6_va.mov,fake,AU15,9,30,5,-0.23112872727756234,1.0,3.6,0.0
1367,./stim/processed_extracts/fake_ad/31\29_3_32_4_va.mov,fake,AU15,11,31,7,-0.14964475066132105,0.42857142857142855,2.2857142857142856,0.5714285714285714
1368,./stim/processed_extracts/fake_ad/32\30_1_31_6_va.mov,fake,AU15,9,32,7,0.13543454396616553,0.2857142857142857,2.2857142857142856,0.7142857142857143
1369,./stim/processed_extracts/fake_ad/33\34_3_37_5_va.mov,fake,AU15,10,33,8,-0.18279435454598225,1.0,3.75,0.0
1370,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,fake,AU15,9,34,5,-0.08882607078066813,0.4,2.2,0.6
1371,./stim/processed_extracts/fake_ad/36\38_2_41_2_va.mov,fake,AU15,10,36,7,0.14648084766176098,0.7142857142857143,3.0,0.2857142857142857
1372,./stim/processed_extracts/fake_ad/37\31_4_33_2_va.mov,fake,AU15,7,37,6,-0.3372899269854675,0.8333333333333334,2.3333333333333335,0.16666666666666666
1373,./stim/processed_extracts/fake_ad/38\36_2_39_2_va.mov,fake,AU15,8,38,2,0.11926698702928311,0.5,2.5,0.5
1374,./stim/processed_extracts/fake_ad/39\35_7_44_1_va.mov,fake,AU15,8,39,10,-0.1557228810118389,0.2,3.3,0.8
1375,./stim/processed_extracts/fake_ad/40\31_2_34_1_va.mov,fake,AU15,7,40,5,-0.4054007430736004,1.0,2.6,0.0
1376,./stim/processed_extracts/fake_ad/41\36_5_42_2_va.mov,fake,AU15,12,41,4,-0.3987083622306614,0.25,1.75,0.75
1377,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,fake,AU15,8,42,6,0.15618511565168258,0.5,1.5,0.5
1378,./stim/processed_extracts/fake_ad/43\35_4_40_3_va.mov,fake,AU15,13,43,7,-0.19452327867988273,1.0,3.2857142857142856,0.0
1379,./stim/processed_extracts/fake_ad/44\42_1_43_1_va.mov,fake,AU15,11,44,8,-0.13295304922776205,0.5,2.125,0.5
1380,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,fake,AU15,10,45,7,0.11977131563190979,1.0,3.4285714285714284,0.0
1381,./stim/processed_extracts/fake_ad/46\45_5_48_1_va.mov,fake,AU15,8,46,4,0.13370003413385964,0.5,2.5,0.5
1382,./stim/processed_extracts/fake_ad/47\45_1_56_4_va.mov,fake,AU15,9,47,5,0.27719997723315193,0.4,2.4,0.6
1383,./stim/processed_extracts/fake_ad/48\47_4_55_2_va.mov,fake,AU15,8,48,6,-0.2647889204793637,0.3333333333333333,2.8333333333333335,0.6666666666666666
1384,./stim/processed_extracts/fake_ad/49\52_1_58_4_va.mov,fake,AU15,7,49,5,-0.2511959826434389,0.4,2.6,0.6
